Date,2025/05/12,
Time,18:00:00,
Memo,EKO 711,
Sensor,MS-711,
Exposure Time(msec),5000,
Sensor Temp.(deg),24.6,
Power(V),5.9,
Wavelength(nm),Irradiance(W/m2/um),
300.00,0.00,
301.00,0.00,
302.00,0.00,
303.00,0.00,
304.00,0.00,
305.00,0.01,
306.00,0.00,
307.00,0.01,
308.00,0.00,
309.00,0.00,
310.00,0.01,
311.00,0.01,
312.00,0.00,
313.00,0.01,
314.00,0.01,
315.00,0.01,
316.00,0.01,
317.00,0.01,
318.00,0.01,
319.00,0.02,
320.00,0.02,
321.00,0.02,
322.00,0.02,
323.00,0.02,
324.00,0.02,
325.00,0.03,
326.00,0.04,
327.00,0.04,
328.00,0.05,
329.00,0.05,
330.00,0.06,
331.00,0.06,
332.00,0.06,
333.00,0.07,
334.00,0.07,
335.00,0.07,
336.00,0.07,
337.00,0.08,
338.00,0.08,
339.00,0.09,
340.00,0.09,
341.00,0.09,
342.00,0.09,
343.00,0.09,
344.00,0.09,
345.00,0.09,
346.00,0.09,
347.00,0.09,
348.00,0.10,
349.00,0.10,
350.00,0.10,
351.00,0.10,
352.00,0.10,
353.00,0.10,
354.00,0.11,
355.00,0.10,
356.00,0.10,
357.00,0.10,
358.00,0.10,
359.00,0.10,
360.00,0.10,
361.00,0.10,
362.00,0.10,
363.00,0.11,
364.00,0.11,
365.00,0.12,
366.00,0.12,
367.00,0.12,
368.00,0.12,
369.00,0.12,
370.00,0.12,
371.00,0.11,
372.00,0.11,
373.00,0.11,
374.00,0.11,
375.00,0.12,
376.00,0.12,
377.00,0.13,
378.00,0.13,
379.00,0.13,
380.00,0.12,
381.00,0.11,
382.00,0.10,
383.00,0.10,
384.00,0.10,
385.00,0.10,
386.00,0.11,
387.00,0.11,
388.00,0.12,
389.00,0.12,
390.00,0.12,
391.00,0.12,
392.00,0.11,
393.00,0.11,
394.00,0.11,
395.00,0.11,
396.00,0.11,
397.00,0.12,
398.00,0.13,
399.00,0.15,
400.00,0.16,
401.00,0.17,
402.00,0.18,
403.00,0.18,
404.00,0.18,
405.00,0.17,
406.00,0.17,
407.00,0.17,
408.00,0.17,
409.00,0.17,
410.00,0.18,
411.00,0.18,
412.00,0.18,
413.00,0.18,
414.00,0.19,
415.00,0.19,
416.00,0.19,
417.00,0.19,
418.00,0.19,
419.00,0.19,
420.00,0.18,
421.00,0.18,
422.00,0.18,
423.00,0.18,
424.00,0.18,
425.00,0.18,
426.00,0.18,
427.00,0.18,
428.00,0.18,
429.00,0.17,
430.00,0.17,
431.00,0.17,
432.00,0.17,
433.00,0.17,
434.00,0.18,
435.00,0.18,
436.00,0.18,
437.00,0.19,
438.00,0.19,
439.00,0.18,
440.00,0.19,
441.00,0.19,
442.00,0.19,
443.00,0.20,
444.00,0.20,
445.00,0.20,
446.00,0.20,
447.00,0.21,
448.00,0.21,
449.00,0.21,
450.00,0.22,
451.00,0.21,
452.00,0.21,
453.00,0.21,
454.00,0.21,
455.00,0.21,
456.00,0.21,
457.00,0.21,
458.00,0.20,
459.00,0.20,
460.00,0.21,
461.00,0.21,
462.00,0.21,
463.00,0.22,
464.00,0.22,
465.00,0.22,
466.00,0.22,
467.00,0.22,
468.00,0.22,
469.00,0.21,
470.00,0.21,
471.00,0.21,
472.00,0.21,
473.00,0.21,
474.00,0.21,
475.00,0.20,
476.00,0.20,
477.00,0.19,
478.00,0.20,
479.00,0.19,
480.00,0.19,
481.00,0.19,
482.00,0.18,
483.00,0.18,
484.00,0.17,
485.00,0.17,
486.00,0.16,
487.00,0.17,
488.00,0.17,
489.00,0.17,
490.00,0.19,
491.00,0.18,
492.00,0.18,
493.00,0.18,
494.00,0.18,
495.00,0.16,
496.00,0.17,
497.00,0.16,
498.00,0.17,
499.00,0.17,
500.00,0.17,
501.00,0.17,
502.00,0.16,
503.00,0.15,
504.00,0.14,
505.00,0.14,
506.00,0.14,
507.00,0.15,
508.00,0.15,
509.00,0.16,
510.00,0.16,
511.00,0.15,
512.00,0.15,
513.00,0.15,
514.00,0.14,
515.00,0.14,
516.00,0.13,
517.00,0.13,
518.00,0.13,
519.00,0.13,
520.00,0.12,
521.00,0.12,
522.00,0.12,
523.00,0.13,
524.00,0.13,
525.00,0.13,
526.00,0.13,
527.00,0.13,
528.00,0.12,
529.00,0.12,
530.00,0.12,
531.00,0.11,
532.00,0.11,
533.00,0.10,
534.00,0.09,
535.00,0.09,
536.00,0.09,
537.00,0.08,
538.00,0.09,
539.00,0.09,
540.00,0.10,
541.00,0.11,
542.00,0.11,
543.00,0.11,
544.00,0.11,
545.00,0.10,
546.00,0.09,
547.00,0.10,
548.00,0.09,
549.00,0.09,
550.00,0.09,
551.00,0.09,
552.00,0.09,
553.00,0.08,
554.00,0.09,
555.00,0.09,
556.00,0.09,
557.00,0.08,
558.00,0.08,
559.00,0.07,
560.00,0.08,
561.00,0.08,
562.00,0.08,
563.00,0.08,
564.00,0.09,
565.00,0.08,
566.00,0.07,
567.00,0.07,
568.00,0.06,
569.00,0.05,
570.00,0.05,
571.00,0.05,
572.00,0.05,
573.00,0.05,
574.00,0.06,
575.00,0.05,
576.00,0.05,
577.00,0.05,
578.00,0.06,
579.00,0.06,
580.00,0.06,
581.00,0.07,
582.00,0.08,
583.00,0.08,
584.00,0.07,
585.00,0.07,
586.00,0.06,
587.00,0.06,
588.00,0.06,
589.00,0.06,
590.00,0.05,
591.00,0.05,
592.00,0.05,
593.00,0.04,
594.00,0.04,
595.00,0.04,
596.00,0.04,
597.00,0.03,
598.00,0.04,
599.00,0.04,
600.00,0.04,
601.00,0.04,
602.00,0.04,
603.00,0.04,
604.00,0.04,
605.00,0.05,
606.00,0.06,
607.00,0.06,
608.00,0.06,
609.00,0.05,
610.00,0.05,
611.00,0.04,
612.00,0.04,
613.00,0.04,
614.00,0.05,
615.00,0.05,
616.00,0.05,
617.00,0.07,
618.00,0.07,
619.00,0.07,
620.00,0.08,
621.00,0.07,
622.00,0.07,
623.00,0.07,
624.00,0.06,
625.00,0.06,
626.00,0.05,
627.00,0.05,
628.00,0.04,
629.00,0.05,
630.00,0.05,
631.00,0.05,
632.00,0.05,
633.00,0.06,
634.00,0.06,
635.00,0.06,
636.00,0.07,
